,hour,users,messages,date
25472,13:26,Pete,Fonseca cumplió en privado,28-11-19
25473,13:26,Pete,@34684326847,28-11-19
25474,13:33,Jose,,28-11-19
25476,13:33,Jose,A ver si llega pronto Vox al gobierno y nos ahorra esto tmb,28-11-19
25477,13:34,Pete,Jajaja Grande Viktor,28-11-19
25478,13:45,Alvarito,Que maravillo,28-11-19
25479,13:45,Alvarito,<Multimedia omitido>,28-11-19
25480,13:45,Alvarito,<Multimedia omitido>,28-11-19
25481,13:45,Alvarito,<Multimedia omitido>,28-11-19
25482,13:48,Eku,<Multimedia omitido>,28-11-19
25483,13:51,Pete,Jsjsjsjajajajajajaak,28-11-19
25484,13:51,Pete,Me despoyo,28-11-19
25485,13:52,Alvarito,Jajajjjjaja,28-11-19
25486,15:00,Eku,<Multimedia omitido>,28-11-19
25487,15:02,Jose,<Multimedia omitido>,28-11-19
25488,15:02,Jose,"¡¡OTRO CASO DE BEBE ABANDONADO!!,",28-11-19
25490,15:10,Pete,Que hdp más grande,28-11-19
25491,15:13,Rafa,Noooooo,28-11-19
25492,15:15,Ivan,Es que se ve en la miniatura lo malo que es esto. Ni una idea buena tienes. Cómo es posible hijo mío,28-11-19
25493,15:16,Ivan,Este está gracioso ves?,28-11-19
25494,15:17,Ivan,<Multimedia omitido>,28-11-19
25495,15:27,Pete,Mola xq le da la epilepsia jajsjajs,28-11-19
25496,15:27,Pete,Sólo q echa espumarajos pero de chele,28-11-19
25497,15:39,Eku,😂😂😂😂,28-11-19
25498,16:56,Eku,<Multimedia omitido>,28-11-19
25499,16:59,Alvarito,Jjjjj,28-11-19
25500,16:59,Jorge,<Multimedia omitido>,28-11-19
25501,18:34,Alvaro,<Multimedia omitido>,28-11-19
25502,19:13,Ivan,😂🤣😂🤣😂😂,28-11-19
25503,19:30,Alvarito,Jejeje,28-11-19
25504,19:35,Jorge,<Multimedia omitido>,28-11-19
25505,23:21,Alvaro,Jorge menos mal q no estás en casa,28-11-19
25506,23:21,Alvaro,Vengo animao nivel malaba,28-11-19
25507,23:22,Alvaro,Ya me veía mñn arrepintiéndome del errrrrrrooooor,28-11-19
25508,23:59,Alvarito,Uuuuuuu,28-11-19
25509,0:03,Eku,<Multimedia omitido>,29-11-19
25510,8:18,Alvarito,Pero q mierda mas guapa es esta,29-11-19
25511,8:18,Alvarito,Jajajajaj,29-11-19
25512,8:21,Eku,😂,29-11-19
25513,8:23,Pete,Jajajaja me cae bien esa marca,29-11-19
25514,8:23,Pete,"Y en el fondo entiendo q la verdadera heterosexualidad sea representada por un nekro, ya q los blankitos cada vez son más flojitos",29-11-19
25515,8:25,Alvarito,Jajajaja,29-11-19
25516,8:28,Alvaro,Jooooorge,29-11-19
25517,8:28,Alvaro,Toooooro,29-11-19
25520,9:05,Jorge,Diiime,29-11-19
25521,9:19,Eku,Hungría se borra de Eurovisión por ser muy homo 😅😂,29-11-19
25523,9:21,Jorge,Se comento. Grande Víctor.,29-11-19
25524,9:26,Pete,<Multimedia omitido>,29-11-19
25525,9:43,Laura,//youtu.be/xz6IlsLeImY,29-11-19
25526,9:43,Laura,Que tengáis buen trauma,29-11-19
25527,10:01,Alvaro,Donde estuvo el torito anoche,29-11-19
25528,10:02,Alvaro,En la pradera?,29-11-19
25529,10:08,Ivan,Desde luego el blanquito por mucha viz que intente poner tiene cara y pelo de homazo. Jajajaj,29-11-19
25530,10:09,Ivan,Entonces al final los NEKROS son más eteros?,29-11-19
25531,10:10,Pete,Nos ha jodio,29-11-19
25532,10:10,Ivan,😂🤣😂🤣😂😂,29-11-19
25533,10:10,Pete,Seguro q si mides la testosterona media de blancos y negros estos tienen el doble,29-11-19
25534,10:10,Ivan,Algo me comentó Pat San Dios,29-11-19
25535,10:10,Pete,A nosotros nos envenenan con pollo hormonado,29-11-19
25536,10:11,Pete,Jajaja,29-11-19
25537,10:14,Jorge,Ahí mismo jaja,29-11-19
25538,10:15,Ivan,Ya ves,29-11-19
25539,10:19,Jorge,Solo hace falta ver los documentales de mi franquito de dmax para ver las recias caras de los españoles en esos tiempos,29-11-19
25540,10:19,Jorge,Cejas juntas barbas cerradas,29-11-19
25541,10:21,Jorge,"En esos tiempos la testosterona española era la misma que en tiempos del gran capitán, de cabeza de vaca, de los valientes comuneros y de las Germanías, de Blas de Lezo y sus adlateres, s",29-11-19
25542,10:22,Ivan,Pero Jorge esos son los documentales que ponen en la tele?,29-11-19
25543,10:22,Jorge,"Ahora los héroes nacionales son el pequeño Nicolás, Jorge Javier Vázquez, Pablo Echenique...",29-11-19
25544,10:22,Jorge,30 en dmax,29-11-19
25545,10:22,Jorge,De obligado visionado en papiflat,29-11-19
25546,10:23,Jorge,Solo se permite no verlo en caso de hacerse caca o quedarse sopa,29-11-19
25547,10:24,Ivan,Pero son verdaderos?,29-11-19
25548,10:24,Ivan,O son Matrix,29-11-19
25549,10:25,Jorge,Yo Siemoee veo la verdad hermano,29-11-19
25550,10:26,Jose,Ese día no hay opción al follamigismo?,29-11-19
25551,10:26,Jorge,"Pues aunque todo sea mierda, el buen joyero ve pepitas de oro si se encuentran entre las heces",29-11-19
25552,10:26,Jorge,Puedes empotrar mientras ves mi franquito,29-11-19
25553,10:26,Pete,Oye pero yo vi mi franquito el otro día y me gusto,29-11-19
25554,10:26,Jorge,Siempre y cuando a la vez pongas Skype para comentar,29-11-19
25555,10:26,Jose,Acaso hay otra manera?,29-11-19
25556,10:26,Pete,Pero ya muere,29-11-19
25557,10:26,Pete,Hay más?,29-11-19
25558,10:26,Jorge,Eso mismo me pregunto. Que tontería.,29-11-19
25559,10:26,Jorge,"Si, todos los 20N que resucita",29-11-19
25560,10:26,Pete,C9 o yisuscrist,29-11-19
25561,10:27,Jose,El androide C20,29-11-19
25562,10:27,Jose,Mi franquito,29-11-19
25563,10:27,Ivan,😂🤣🤣😂,29-11-19
25564,10:27,Jorge,Estuvo muy bien hastapaul Preston decia cosas ciertas,29-11-19
25565,10:27,Ivan,Estrellita,29-11-19
25566,10:28,Jorge,"Mi franquito en todo caso es el gran Freezer. Excepto que nunca fue derrotado, claro.",29-11-19
25567,10:28,Ivan,Hoy estás siendo mi ídolo,29-11-19
25568,10:30,Jorge,Gracias.,29-11-19
25569,10:31,Pete,era el 01x01,29-11-19
25570,10:31,Pete,xo ya murio x eso nos abia si habia mas o q,29-11-19
25571,10:32,Pete,"yo le compararia incluso con el Cid, que incluso muerto sigue acojonando",29-11-19
25572,10:32,Jose,Joder... Esa Leyenda es más falsa,29-11-19
25573,10:32,Pete,ya estamos,29-11-19
25574,10:32,Jose,Sin embargo mi franquito de leyenda falsa tiene poco,29-11-19
25575,10:32,Pete,con q si la abuela fuma,29-11-19
25576,10:33,Pete,el cid espanto a los moros montado muerto en su caballo y es un hecho historico irrefutable,29-11-19
25577,10:33,Jorge,Absolutamente cierto. Pero el Cid era un mercenario y mi franquito amaba a la patria,29-11-19
25578,10:33,Pete,lo de que el cid era un mercenario es un invento de la judeo masoneria roja,29-11-19
25579,10:33,Pete,era un soltado de alta estirpe y se duchaba todos los dias,29-11-19
25580,10:33,Jorge,Investigaré esto,29-11-19
25581,10:33,Pete,ironic mode off,29-11-19
25582,10:34,Jorge,Ah ok xd,29-11-19
25583,10:34,Jose,Please please,29-11-19
25584,10:34,Jorge,Si te iba a decir que cid viene de sidi es decir señor,29-11-19
25585,10:34,Pete,"y siri de sidi, pero siri es voz de chica",29-11-19
25586,10:35,Jorge,Y Siro Lopez?,29-11-19
25587,10:35,Jorge,@34675187652 es el único que sabría responder,29-11-19
25588,10:36,Jorge,Me han dado ganas de leerme un libro de mi franquito,29-11-19
25589,10:36,Jorge,Tengo el de Stanley Payne mañana me voy a por el,29-11-19
25590,10:48,Ivan,😂🤣😂😂,29-11-19
25591,10:49,Pete,Yo quiero leer los artículos q hablaba franco de judeomasoneria de los q hablaban en el docu,29-11-19
25592,10:50,Pete,Q formaba con otro nombre en el periódico arriba,29-11-19
25593,10:50,Pete,Creo q era ese,29-11-19
25594,10:57,Eku,Ha sido derrotado por rl valeroso Sánchez,29-11-19
25595,10:58,Jorge,<Multimedia omitido>,29-11-19
25596,10:58,Jorge,Te refieres como derrota a que me saquen con honores y le hagan un homenaje del copón?,29-11-19
25597,10:58,Jorge,O a que su partido saque 52 escaños,29-11-19
25598,10:58,Jorge,O quizás al incremento bestial de visitas al valle de los caídos?,29-11-19
25599,11:00,Eku,Ha profanaro sus huesitos,29-11-19
25600,11:04,Jorge,Pero eso no es vencer,29-11-19
25601,11:05,Jorge,Es cometer una fechoria a secas,29-11-19
25602,11:10,Pete,"Ayer comentaba con la shurle que a quien cojones se le ocurrio la enferma idea de inventar ""LOS SUPOSITORIOS""",29-11-19
25603,11:10,Pete,os han puesto muchos? que opinais? Havro devate,29-11-19
25604,11:12,Jorge,A mí alguno que otro,29-11-19
25605,11:12,Jorge,Menudos saltos daba,29-11-19
25606,11:12,Jorge,No sé para qué coño eran pero me cago en sus muertos,29-11-19
25607,11:13,Pete,era horroroso a la par que humillante,29-11-19
25608,11:13,Pete,y no se podia relajar el esfinter,29-11-19
25609,11:13,Pete,yo a mi hijo no le hare pasar semejante trauma,29-11-19
25610,11:15,Jorge,Yo tampoco,29-11-19
25611,11:15,Jorge,Si se está exreñeido le daré calimocho,29-11-19
25612,11:19,Jorge,<Multimedia omitido>,29-11-19
25613,11:35,Marlena,Trauma el nuestro de tener que hurgarle en el orto,29-11-19
25614,11:40,Pete,jajaja,29-11-19
25615,12:03,Ivan,😂🤣😂😂,29-11-19
25616,12:17,Fonseca,<Multimedia omitido>,29-11-19
25617,12:46,Ivan,😂🤣😂,29-11-19
25618,12:49,Alvarito,Madre de dios,29-11-19
25619,13:01,Jorge,<Multimedia omitido>,29-11-19
25620,13:01,Jorge,Para ivan,29-11-19
25621,13:05,Ivan,😂🤣😂😂,29-11-19
25622,13:06,Ivan,<Multimedia omitido>,29-11-19
25623,13:16,Eku,Tenés el juju profanado?,29-11-19
25624,13:17,Eku,Vos también?,29-11-19
25625,13:19,Jorge,Hací es,29-11-19
25626,13:19,Jorge,Y vos también,29-11-19
25627,13:19,Jorge,Por eso tenés obsesión sepsual,29-11-19
25628,13:20,Eku,Yo noooo,29-11-19
25629,14:41,Ivan,Fantástico lo que ha escuchado Pat en el metro,29-11-19
25630,14:41,Ivan,<Multimedia omitido>,29-11-19
25631,14:48,Jorge,<Multimedia omitido>,29-11-19
25632,14:48,Jorge,@34675187652,29-11-19
25633,14:48,Jorge,@34619780788,29-11-19
25634,14:48,Jorge,@34680290628,29-11-19
25635,14:48,Jorge,Y SI ES GOYA,29-11-19
25636,14:48,Jorge,Y SI ES GOYA,29-11-19
25637,14:53,Ivan,JAJAJAJAJAJAJAJA,29-11-19
25638,14:53,Ivan,Y SÍ “E” GOYA!,29-11-19
25639,14:53,Ivan,Y SÍ “E” GOYA!!!,29-11-19
25640,14:54,Ivan,<Multimedia omitido>,29-11-19
25641,14:58,Jorge,Que sazón mami,29-11-19
25642,14:58,Jorge,Estoy en un restaurante dominicano,29-11-19
25643,14:58,Jorge,Ahora pasaré fotos,29-11-19
25644,14:58,Jorge,"Solo adelanto que pedí ""picapollo""",29-11-19
25645,14:58,Jorge,Y no es farla mami,29-11-19
25646,14:58,Jorge,Y no es farla,29-11-19
25647,15:01,Alvaro,Mmmmm,29-11-19
25648,15:01,Alvaro,Joder no tengo los contactos en el movil nuevo y es jodidisimo identificaros,29-11-19
25649,15:02,Alvaro,Nuevos colores y sin nombres,29-11-19
25650,15:02,Alvaro,Y no se ni hacer una misera captura de pantalla,29-11-19
25651,15:02,Alvaro,Ni un sticker tengo,29-11-19
25652,15:08,Ivan,Que estás en un restaurante Ruso?,29-11-19
25653,15:09,Ivan,O dónde estás @34677159429 ?,29-11-19
25654,15:09,Ivan,Dónde estás,29-11-19
25655,15:13,Jorge,"Un restaurante de la republica de santo domingo, chavalín jeje",29-11-19
25656,15:13,Jorge,Rima eso sí quieres,29-11-19
25657,15:14,Jorge,Putilla,29-11-19
25658,15:16,Alvarito,Yo soy rafa,29-11-19
25659,15:26,Ivan,De la República de Santo Domingo? PUES ME LA COME MISTERMINGO!!!,29-11-19
25660,15:26,Pete,Nuevo móvil????,29-11-19
25661,15:26,Ivan,TI TIRI TIRI,29-11-19
25662,15:26,Pete,Ostia chaval,29-11-19
25663,15:26,Pete,Cuál te has pillado?,29-11-19
25664,15:26,Alvaro,Un chino,29-11-19
25665,15:26,Pete,Es historico,29-11-19
25666,15:26,Alvaro,Mi 9 se,29-11-19
25667,15:26,Pete,Ah joder bien,29-11-19
25668,15:26,Pete,Un xisomicete,29-11-19
25669,15:26,Pete,Oye,29-11-19
25670,15:26,Alvaro,Estaba barato,29-11-19
25671,15:27,Pete,Mañana en casa haré un picoteo pasaos si queréis a eso de las 7,29-11-19
25672,15:27,Alvaro,Gracias yo tengo tema... Padel cachopo y karaoke🎤,29-11-19
25673,15:28,Alvaro,In that order,29-11-19
25674,15:28,Alvarito,Pat puede ir a romper muebles?,29-11-19
25675,15:30,Alvaro,//www.elmundo.es/internacional/2019/11/29/5de1045ffdddff3c9e8b460c.html,29-11-19
25676,15:30,Alvaro,Mira esto me gusta,29-11-19
25677,15:31,Alvaro,A ver si lo adopta vox,29-11-19
25678,15:31,Alvaro,Buena medida para usar condon,29-11-19
25679,15:34,Eku,Anda como te veas en esas algún día,29-11-19
25680,15:34,Pete,Jajaja,29-11-19
25681,15:35,Alvaro,Chssss,29-11-19
25682,15:38,Eku,Nooooosajodío,29-11-19
25683,15:40,Alvaro,Rojos a la rojeria,29-11-19
25684,15:43,Eku,Ni follas ni dejas follar,29-11-19
25685,15:43,Alvaro,👎👎👎,29-11-19
25686,15:43,Alvaro,Apechuga,29-11-19
25687,15:43,Jorge,<Multimedia omitido>,29-11-19
25688,15:43,Eku,Anda si preñas a la de Benidorm,29-11-19
25689,15:44,Eku,Ta q rico ese rebozao,29-11-19
25690,15:44,Alvaro,Tremenda fritanga a aceite cambiado,29-11-19
25691,15:44,Alvaro,No me suena,29-11-19
25692,15:45,Eku,Aaaaamigo,29-11-19
25693,15:48,Jose,Uuuf,29-11-19
25694,15:59,Jorge,Jajajaja,29-11-19
25695,16:03,Alvaro,<Multimedia omitido>,29-11-19
25696,16:05,Alvaro,<Multimedia omitido>,29-11-19
25697,16:15,Alvarito,Jajajjjajaj,29-11-19
25698,16:15,Alvarito,<Multimedia omitido>,29-11-19
25699,16:16,Jorge,Jajajajaj,29-11-19
25700,16:26,Ivan,Saca el fiambre de la nevera media horita antes de que vaya llegando la gente crack. Que sude un poquito. Venga gracias,29-11-19
25701,16:26,Ivan,Aaadiuuu,29-11-19
25702,16:26,Ivan,Oye pueeeess no anda mal eso,29-11-19
25703,16:28,Ivan,🤣🤣😂🤣,29-11-19
25704,16:29,Ivan,"Te debemos un mueble Pete. Hay un hijo puta muy grande que me estorba, ya te diré cuál es",29-11-19
25705,16:35,Marlena,"No te preocupes, el pienso lo mantenemos a temperatura ambiente",29-11-19
25706,16:36,Alvarito,Ummmmm,29-11-19
25707,16:39,Ivan,Y la pimienta?,29-11-19
25708,16:39,Ivan,Que no Marlena por favor que no me quiero beber eso!,29-11-19
25709,16:40,Ivan,<Multimedia omitido>,29-11-19
25710,16:40,Ivan,Por favor!!!,29-11-19
25711,16:41,Ivan,Hola señor Glande,29-11-19
25712,16:41,Ivan,<Multimedia omitido>,29-11-19
25713,17:31,Alvarito,Jajajja,29-11-19
25714,17:57,Eku,Pete hdp tiraste la caja de munición?,29-11-19
25715,18:06,Pete,Q va,29-11-19
25716,18:06,Pete,La tengo,29-11-19
25717,18:06,Eku,<Multimedia omitido>,29-11-19
25718,18:06,Eku,<Multimedia omitido>,29-11-19
25719,18:06,Eku,<Multimedia omitido>,29-11-19
25720,18:06,Eku,<Multimedia omitido>,29-11-19
25721,18:14,Alvarito,Jajjaja es troll,29-11-19
25722,18:18,Eku,Claro cabrón,29-11-19
25723,18:26,Alvarito,Pero entran a saco,29-11-19
25724,18:26,Alvarito,Me encanta,29-11-19
25725,18:43,Eku,<Multimedia omitido>,29-11-19
25726,18:45,Jorge,De quién es el libro?,29-11-19
25727,18:45,Eku,<Multimedia omitido>,29-11-19
25728,18:46,Jorge,<Multimedia omitido>,29-11-19
25729,18:46,Jorge,<Multimedia omitido>,29-11-19
25730,18:48,Alvarito,Firmado el maestro joao,29-11-19
25731,18:50,Jorge,Ismael comprando un libro,29-11-19
25732,18:50,Jorge,Es lo que me faltaba por ver,29-11-19
25733,18:50,Eku,Es un regalo 😅,29-11-19
25734,18:53,Ivan,😂🤣😂🤣😂,29-11-19
25735,18:55,Jorge,Que susto,29-11-19
25736,18:56,Eku,<Multimedia omitido>,29-11-19
25737,19:01,Jorge,<Multimedia omitido>,29-11-19
25738,19:04,Alvarito,Jjajajjajajja,29-11-19
25739,19:05,Eku,😂,29-11-19
25740,19:10,Ivan,😂🤣😂,29-11-19
25741,19:36,Alvarito,<Multimedia omitido>,29-11-19
25742,19:46,Alvaro,Esto ya es otra cosa,29-11-19
25743,19:46,Alvaro,"Ya os tengo a todos, mayates",29-11-19
25744,19:48,Ivan,Qué dices loco. Nos coleccionas?,29-11-19
25745,19:48,Alvaro,Importé los contactos no más,29-11-19
25746,19:49,Alvaro,Necesito stickers ahora,29-11-19
25747,19:49,Alvaro,Ivan te encargo te puedo encargar a ti esa importante tarea??,29-11-19
25748,19:51,Ivan,Jajajaja,29-11-19
25749,19:51,Ivan,Alguno te puedo pasar hombre,29-11-19
25750,19:52,Ivan,Pero si no has pasado de iphone a android se deberían mantener los stickers no?,29-11-19
25751,19:52,Jose,<Multimedia omitido>,29-11-19
25752,19:53,Ivan,Aaaaaaah es que sí has hecho eso,29-11-19
25753,19:53,Alvaro,<Multimedia omitido>,29-11-19
25754,19:53,Ivan,Sooka,29-11-19
25755,19:53,Alvaro,Bieeeen ya tengo el q mas uso,29-11-19
25756,19:53,Ivan,<Multimedia omitido>,29-11-19
25757,19:53,Ivan,<Multimedia omitido>,29-11-19
25758,19:53,Ivan,<Multimedia omitido>,29-11-19
25759,19:53,Ivan,<Multimedia omitido>,29-11-19
25760,19:53,Ivan,<Multimedia omitido>,29-11-19
25761,19:53,Ivan,<Multimedia omitido>,29-11-19
25762,19:53,Ivan,<Multimedia omitido>,29-11-19
25763,19:53,Ivan,<Multimedia omitido>,29-11-19
25764,19:53,Ivan,<Multimedia omitido>,29-11-19
25765,19:53,Ivan,<Multimedia omitido>,29-11-19
25766,19:53,Alvaro,Grasias marselo,29-11-19
25767,19:53,Ivan,<Multimedia omitido>,29-11-19
25768,19:53,Ivan,<Multimedia omitido>,29-11-19
25769,19:53,Ivan,<Multimedia omitido>,29-11-19
25770,19:53,Ivan,<Multimedia omitido>,29-11-19
25771,19:53,Ivan,<Multimedia omitido>,29-11-19
25772,19:54,Ivan,<Multimedia omitido>,29-11-19
25773,19:54,Ivan,<Multimedia omitido>,29-11-19
25774,19:54,Ivan,<Multimedia omitido>,29-11-19
25775,19:54,Ivan,<Multimedia omitido>,29-11-19
25776,19:54,Ivan,<Multimedia omitido>,29-11-19
25777,19:54,Ivan,<Multimedia omitido>,29-11-19
25778,19:54,Ivan,<Multimedia omitido>,29-11-19
25779,19:54,Ivan,<Multimedia omitido>,29-11-19
25780,19:54,Ivan,<Multimedia omitido>,29-11-19
25781,19:54,Ivan,<Multimedia omitido>,29-11-19
25782,19:54,Ivan,<Multimedia omitido>,29-11-19
25783,19:54,Ivan,<Multimedia omitido>,29-11-19
25784,19:54,Ivan,<Multimedia omitido>,29-11-19
25785,19:54,Ivan,<Multimedia omitido>,29-11-19
25786,19:54,Ivan,<Multimedia omitido>,29-11-19
25787,19:54,Alvaro,No lo comas,29-11-19
25788,19:54,Ivan,<Multimedia omitido>,29-11-19
25789,19:54,Ivan,<Multimedia omitido>,29-11-19
25790,19:54,Ivan,<Multimedia omitido>,29-11-19
25791,19:54,Ivan,<Multimedia omitido>,29-11-19
25792,19:54,Ivan,<Multimedia omitido>,29-11-19
25793,19:54,Ivan,<Multimedia omitido>,29-11-19
25794,19:54,Ivan,<Multimedia omitido>,29-11-19
25795,19:54,Pinedo,Cariño he encogido a los niños,29-11-19
25796,19:54,Ivan,<Multimedia omitido>,29-11-19
25797,19:54,Ivan,<Multimedia omitido>,29-11-19
25798,19:54,Ivan,<Multimedia omitido>,29-11-19
25799,19:54,Ivan,<Multimedia omitido>,29-11-19
25800,19:54,Eku,Joder yo tendré 10,29-11-19
25801,19:54,Ivan,<Multimedia omitido>,29-11-19
25802,19:54,Ivan,<Multimedia omitido>,29-11-19
25803,19:54,Ivan,<Multimedia omitido>,29-11-19
25804,19:54,Ivan,<Multimedia omitido>,29-11-19
25805,19:54,Eku,<Multimedia omitido>,29-11-19
25806,19:54,Eku,<Multimedia omitido>,29-11-19
25807,19:54,Eku,<Multimedia omitido>,29-11-19
25808,19:54,Eku,<Multimedia omitido>,29-11-19
25809,19:54,Ivan,<Multimedia omitido>,29-11-19
25810,19:55,Eku,<Multimedia omitido>,29-11-19
25811,19:55,Eku,<Multimedia omitido>,29-11-19
25812,19:55,Eku,<Multimedia omitido>,29-11-19
25813,19:55,Eku,<Multimedia omitido>,29-11-19
25814,19:55,Eku,<Multimedia omitido>,29-11-19
25815,19:55,Eku,<Multimedia omitido>,29-11-19
25816,19:55,Eku,<Multimedia omitido>,29-11-19
25817,19:55,Eku,<Multimedia omitido>,29-11-19
25818,19:55,Eku,<Multimedia omitido>,29-11-19
25819,19:55,Eku,<Multimedia omitido>,29-11-19
25820,19:55,Ivan,<Multimedia omitido>,29-11-19
25821,19:55,Ivan,<Multimedia omitido>,29-11-19
25822,19:55,Ivan,<Multimedia omitido>,29-11-19
25823,19:55,Eku,<Multimedia omitido>,29-11-19
25824,19:55,Ivan,<Multimedia omitido>,29-11-19
25825,19:55,Eku,<Multimedia omitido>,29-11-19
25826,19:55,Ivan,<Multimedia omitido>,29-11-19
25827,19:55,Eku,<Multimedia omitido>,29-11-19
25828,19:55,Eku,<Multimedia omitido>,29-11-19
25829,19:55,Ivan,<Multimedia omitido>,29-11-19
25830,19:55,Eku,<Multimedia omitido>,29-11-19
25831,19:55,Eku,<Multimedia omitido>,29-11-19
25832,19:55,Eku,<Multimedia omitido>,29-11-19
25833,19:55,Ivan,<Multimedia omitido>,29-11-19
25834,19:55,Eku,<Multimedia omitido>,29-11-19
25835,19:55,Eku,<Multimedia omitido>,29-11-19
25836,19:55,Ivan,<Multimedia omitido>,29-11-19
25837,19:55,Ivan,<Multimedia omitido>,29-11-19
25838,19:55,Eku,<Multimedia omitido>,29-11-19
25839,19:55,Eku,<Multimedia omitido>,29-11-19
25840,19:55,Eku,<Multimedia omitido>,29-11-19
25841,19:55,Eku,<Multimedia omitido>,29-11-19
25842,19:55,Eku,<Multimedia omitido>,29-11-19
25843,19:55,Ivan,<Multimedia omitido>,29-11-19
25844,19:55,Eku,<Multimedia omitido>,29-11-19
25845,19:55,Eku,<Multimedia omitido>,29-11-19
25846,19:55,Eku,<Multimedia omitido>,29-11-19
25847,19:55,Eku,<Multimedia omitido>,29-11-19
25848,19:55,Ivan,<Multimedia omitido>,29-11-19
25849,19:55,Ivan,<Multimedia omitido>,29-11-19
25850,19:55,Ivan,<Multimedia omitido>,29-11-19
25851,19:55,Ivan,<Multimedia omitido>,29-11-19
25852,19:55,Ivan,<Multimedia omitido>,29-11-19
25853,19:55,Ivan,<Multimedia omitido>,29-11-19
25854,19:55,Ivan,<Multimedia omitido>,29-11-19
25855,19:55,Ivan,<Multimedia omitido>,29-11-19
25856,19:55,Ivan,<Multimedia omitido>,29-11-19
25857,19:55,Ivan,<Multimedia omitido>,29-11-19
25858,19:55,Ivan,<Multimedia omitido>,29-11-19
25859,19:55,Ivan,<Multimedia omitido>,29-11-19
25860,19:55,Ivan,<Multimedia omitido>,29-11-19
25861,19:55,Ivan,<Multimedia omitido>,29-11-19
25862,19:55,Ivan,<Multimedia omitido>,29-11-19
25863,19:55,Ivan,<Multimedia omitido>,29-11-19
25864,19:55,Ivan,<Multimedia omitido>,29-11-19
25865,19:55,Ivan,<Multimedia omitido>,29-11-19
25866,19:55,Ivan,<Multimedia omitido>,29-11-19
25867,19:55,Ivan,<Multimedia omitido>,29-11-19
25868,19:55,Ivan,<Multimedia omitido>,29-11-19
25869,19:55,Ivan,<Multimedia omitido>,29-11-19
25870,19:55,Ivan,<Multimedia omitido>,29-11-19
25871,19:55,Ivan,<Multimedia omitido>,29-11-19
25872,19:56,Ivan,<Multimedia omitido>,29-11-19
25873,19:56,Ivan,<Multimedia omitido>,29-11-19
25874,19:56,Ivan,<Multimedia omitido>,29-11-19
25875,19:56,Ivan,<Multimedia omitido>,29-11-19
25876,19:56,Ivan,<Multimedia omitido>,29-11-19
25877,19:56,Ivan,<Multimedia omitido>,29-11-19
25878,19:56,Ivan,<Multimedia omitido>,29-11-19
25879,19:56,Ivan,<Multimedia omitido>,29-11-19
25880,19:56,Ivan,<Multimedia omitido>,29-11-19
25881,19:56,Ivan,<Multimedia omitido>,29-11-19
25882,19:56,Ivan,<Multimedia omitido>,29-11-19
25883,19:56,Ivan,<Multimedia omitido>,29-11-19
25884,19:56,Ivan,<Multimedia omitido>,29-11-19
25885,19:56,Ivan,<Multimedia omitido>,29-11-19
25886,19:56,Ivan,<Multimedia omitido>,29-11-19
25887,19:56,Ivan,<Multimedia omitido>,29-11-19
25888,19:56,Ivan,<Multimedia omitido>,29-11-19
25889,19:56,Ivan,<Multimedia omitido>,29-11-19
25890,19:56,Ivan,<Multimedia omitido>,29-11-19
25891,19:56,Ivan,<Multimedia omitido>,29-11-19
25892,19:56,Ivan,<Multimedia omitido>,29-11-19
25893,19:56,Ivan,<Multimedia omitido>,29-11-19
25894,19:56,Ivan,<Multimedia omitido>,29-11-19
25895,19:56,Ivan,<Multimedia omitido>,29-11-19
25896,19:56,Ivan,<Multimedia omitido>,29-11-19
25897,19:56,Ivan,<Multimedia omitido>,29-11-19
25898,19:56,Ivan,<Multimedia omitido>,29-11-19
25899,19:56,Ivan,<Multimedia omitido>,29-11-19
25900,19:56,Ivan,<Multimedia omitido>,29-11-19
25901,19:56,Ivan,<Multimedia omitido>,29-11-19
25902,19:56,Ivan,<Multimedia omitido>,29-11-19
25903,19:56,Ivan,<Multimedia omitido>,29-11-19
25904,19:56,Ivan,<Multimedia omitido>,29-11-19
25905,19:56,Ivan,<Multimedia omitido>,29-11-19
25906,19:56,Ivan,<Multimedia omitido>,29-11-19
25907,19:56,Ivan,<Multimedia omitido>,29-11-19
25908,19:56,Ivan,<Multimedia omitido>,29-11-19
25909,19:56,Ivan,<Multimedia omitido>,29-11-19
25910,19:56,Ivan,<Multimedia omitido>,29-11-19
25911,19:56,Ivan,<Multimedia omitido>,29-11-19
25912,19:56,Ivan,<Multimedia omitido>,29-11-19
25913,19:57,Ivan,<Multimedia omitido>,29-11-19
25914,19:57,Ivan,<Multimedia omitido>,29-11-19
25915,19:57,Ivan,<Multimedia omitido>,29-11-19
25916,19:57,Ivan,<Multimedia omitido>,29-11-19
25917,19:57,Ivan,<Multimedia omitido>,29-11-19
25918,19:57,Ivan,<Multimedia omitido>,29-11-19
25919,19:57,Ivan,<Multimedia omitido>,29-11-19
25920,19:57,Ivan,<Multimedia omitido>,29-11-19
25921,19:57,Ivan,<Multimedia omitido>,29-11-19
25922,19:57,Ivan,<Multimedia omitido>,29-11-19
25923,19:57,Ivan,<Multimedia omitido>,29-11-19
25924,19:57,Ivan,<Multimedia omitido>,29-11-19
25925,19:57,Ivan,<Multimedia omitido>,29-11-19
25926,19:57,Ivan,<Multimedia omitido>,29-11-19
25927,19:57,Ivan,<Multimedia omitido>,29-11-19
